[run.sh] Starting full pipeline run at 2025-12-11T17:28:44+00:00
Successfully loaded configuration from: config.yaml
2025-12-11 17:28:45 | INFO     | aggregate_jsons | Starting data pipeline...
2025-12-11 17:28:45 | INFO     | aggregate_jsons | Input directory: data/original
2025-12-11 17:28:45 | INFO     | aggregate_jsons | Output directory: data/aggregated
2025-12-11 17:28:45 | INFO     | aggregate_jsons | ------------------------------------------------------------
2025-12-11 17:28:45 | INFO     | aggregate_jsons | Downloading data from SharePoint...
2025-12-11 17:28:45 | INFO     | aggregate_jsons | Download size: 11.6 MB
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Downloaded 11.6 MB
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Extracting zip contents...
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Flattening nested folder: legaltextdecoder
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Clearing existing data in data/original...
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Moving data to data/original...
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Extraction complete!
2025-12-11 17:28:46 | INFO     | aggregate_jsons | ------------------------------------------------------------
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Starting data aggregation...
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: A5VHUA
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 3 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     belvarosi_epito_aszf_labeled.json: 91 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     merged_annotations.json: 159 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     nemzeti_tehetseg_program_aszf_labeled.json: 68 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: BCLHKC
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     cimkezes.json: 107 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: BP17IB
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     meta.json: 0 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: E77YIW
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     mak_aszf_cimkezes.json: 105 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: EKGPBX
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     project-29-at-2025-10-16-16-34-dc747442.json: 269 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: F0B9YK
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     holyduck_aszf.json: 151 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: FA0B9B
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     FA0B9B_labeling.json: 104 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: G1QFG2
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     cimkezes.json: 103 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: GSFSJ1
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     fonallak_cimkezes.json: 101 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: HV75KB
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     labels.json: 124 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: HW921K
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     labeled_terms.json: 123 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: I1TLYH
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 2 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     epitesi_beruhazas.json: 168 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     dpd.json: 110 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: J0R9YS
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: K3I7DL
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     KH_aszf_cimkezes.json: 92 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: KRR9OD
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 0 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: LWVUH9
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 2 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     sportkorhaz_aszf_cimkezes.json: 69 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     shiver_aszf_cimkezes.json: 89 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: LXXAMS
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     budapestgo_aszf.json: 133 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: MDKFWC
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 1 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     hasznalt_auto_cimkek.json: 143 records
2025-12-11 17:28:46 | INFO     | aggregate_jsons | Processing student: NHVU6N
2025-12-11 17:28:46 | INFO     | aggregate_jsons |   Found 3 JSON file(s)
2025-12-11 17:28:46 | INFO     | aggregate_jsons |     hardverapro_labeled.json: 40 records
